Index,Name,Year,Nudity,Violence,Language,Genre,Budget,Plot Sentiment,IMDB Rating
897,Inside Man,2006,4,6,10,3 4 11,45000000,-0.9918,7.6
898,Lady in the Water,2006,2,7,1,4 9 11,70000000,0.4565,5.5
899,Larry the Cable Guy: Health Inspector,2006,4,4,5,2 13,4000000,-0.8426,3.3
900,The Last Kiss,2006,8,3,9,2 4 13,20000000,0.9923,6.4
901,Little Children,2006,8,4,6,2 4 13,26000000,-0.9559,7.5
902,Little Miss Sunshine,2006,5,4,7,2 4,8000000,0.9121,7.8
903,Marie Antoinette,2006,7,3,2,14 4 14,40000000,-0.9929,6.4
904,Miami Vice,2006,7,8,6,1 3 8,135000000,-0.9944,6
905,Mission: Impossible III,2006,5,7,4,1 6 8,150000000,-0.9677,6.9
906,Miss Potter,2006,2,2,1,14 4,30000000,0.9987,6.9
907,Monster House,2006,3,6,1,12 2 7,75000000,0.5106,6.6
908,Penelope,2006,2,3,1,2 9 13,15000000,-0.9793,6.7
909,Poseidon,2006,3,7,5,1 6 8,160000000,-0.9762,5.7
910,The Prestige,2006,4,7,3,4 11 5,40000000,-0.9958,8.5
911,Pucked,2006,6,3,5,2 15,3500000,-0.9948,4.1
912,The Queen,2006,1,3,5,1 4 17,24000,-0.9737,7.3
913,Reprise,2006,7,4,5,4,2640000,0.9993,7.4
914,The Return,2006,3,6,5,2 4 13,300000,-0.9916,4.7
915,Rocky Balboa,2006,1,4,4,1 4 15,24000000,0.9885,7.1
916,Scary Movie 4,2006,7,7,5,2 10,45000000,-0.9017,5.1
917,Scoop,2006,4,3,4,2 3 9,4000000,-0.9979,6.7
918,The Sentinel,2006,4,6,4,1 3 8,60000000,-0.9991,6.1
919,September Dawn,2006,6,8,2,4 14 13,11000000,-0.9836,5.8
920,Silent Hill,2006,6,10,5,10,50000000,-0.9972,6.5
921,Slither,2006,8,9,7,2 10 5,15000000,0.3809,6.4
922,Snakes on a Plane,2006,6,9,6,1 6 3,33000000,-0.9982,5.4
923,Stay Alive,2006,1,8,5,9 10 11,7000000,-0.9988,5.1
924,Step Up,2006,4,5,3,3 4 16,12000000,0.9967,6.5
925,Strangers with Candy,2006,4,5,5,2,3500000,-0.78,6
926,Superman Returns,2006,2,6,2,1 5,270000000,-0.9549,6
927,Thank You for Smoking,2006,5,5,7,2 4,6500000,-0.9467,7.6
928,Turistas,2006,5,10,9,10 11 8,10000000,-0.9961,5.4
929,Ultraviolet,2006,4,7,4,1 5,30000000,-0.787,4.4
930,United 93,2006,3,7,6,1 4 14,15000000,-0.9976,7.5
931,We Are Marshall,2006,1,4,4,4 15,65000000,0.2792,7.1
932,World Trade Center,2006,2,7,5,4 14 8,65000000,-0.972,5.9
933,Alone in the Dark,2005,6,9,5,1 10 5,20000000,0.6908,2.4
934,Assault on Precinct 13,2005,4,8,10,1 3 4,30000000,-0.9977,6.3
935,Batman Begins,2005,2,6,3,1 6,150000000,-0.996,8.2
936,Be Cool,2005,5,5,5,2 3 4,53000000,-0.973,5.6
937,Broken Flowers,2005,6,4,5,2 4 11,10000000,-0.9731,7.2
938,Christmas in the Clouds,2005,4,3,3,2 7 13,3000000,-0.9948,6.4
939,Coach Carter,2005,4,4,5,14 4 15,30000000,0.9219,7.3
940,Constantine,2005,2,8,5,1 9 10,100000000,-0.9978,7
941,Crash,2005,6,8,10,4,9000000,-0.9989,7.7
942,Dark Water,2005,3,5,5,4 10 11,30000000,-0.9949,5.6
943,Domino,2005,7,9,10,1 14 3,50000000,-0.0387,5.9
944,Doom,2005,5,8,7,1 10 5,60000000,-0.9991,5.2
945,Duma,2005,1,4,1,6 4 7,12000000,-0.2609,7.2
946,Elektra,2005,3,6,3,1 6 3,43000000,-0.9961,4.7
947,Elizabethtown,2005,4,3,5,2 4 13,45000000,-0.8344,6.4
948,The Exorcism of Emily Rose,2005,1,7,4,4 10 8,19000000,-0.8598,6.7
949,Get Rich or Die Tryin',2005,8,8,10,14 3 4,40000000,-0.9978,5.4
950,The Gospel,2005,4,3,4,4 16,4000000,-0.8402,4.9
951,Hard Candy,2005,6,7,6,4 8,950000,-0.9948,7.1
952,The Honeymooners,2005,4,3,4,2 7 13,25000000,0.9118,3.3
953,Hostage,2005,3,8,10,1 3 4,52000000,-0.9984,6.6
954,Hostel,2005,9,10,10,10,4800000,-0.9979,5.9
955,House of D,2005,5,6,5,2 4,6000000,-0.9948,6.9
956,The Ice Harvest,2005,8,8,10,2 3 4,16000000,-0.9971,6.3
957,The Interpreter,2005,5,7,4,3 11 8,80000000,-0.9956,6.4
958,The Island,2005,5,7,5,1 5 8,126000000,0.2846,6.8
959,The Jacket,2005,7,7,6,4 9 11,29000000,-0.4519,7.1
960,Jarhead,2005,8,7,10,1 14 4,72000000,-0.9963,7
961,King Kong,2005,3,7,3,1 6 4,207000000,-0.9815,7.2
962,King's Ransom,2005,6,4,5,2 3,15000000,-0.8934,4.4
963,The Legend of Zorro,2005,3,6,1,1 6 13,75000000,-0.9946,6
964,Lonesome Jim,2005,6,3,5,2 4,500000,-0.9815,6.6
965,Looking for Comedy in the Muslim World,2005,3,2,4,2,10000000,-0.2255,5.4
966,Lord of War,2005,7,8,10,1 3 4,50000000,-0.9972,7.6
967,Lords of Dogtown,2005,6,5,5,14 4 15,25000000,0.996,7.1
968,Madagascar,2005,1,4,2,12 6 2,75000000,0.9962,6.9
969,Madison,2005,2,2,3,4 15,13500000,-0.9948,6.3
970,Million Dollar Baby,2005,2,6,5,4 15,30000000,-0.9852,8.1
971,Munich,2005,7,8,6,1 4 14,70000000,-0.9964,7.5
972,My Summer of Love,2005,7,4,7,4 13,2312000,-0.9832,6.7
973,Nine Lives,2005,5,4,6,1 6 4,20000000,-0.8762,5.3
974,Oliver Twist,2005,2,5,3,3 4,60000000,-0.9993,6.8
975,Paradise Now,2005,5,3,6,3 4 8,2000000,0.9996,7.4
976,The Perfect Man,2005,4,2,1,2 7 13,10000000,0.9782,5.5
977,Prime,2005,7,2,5,2 4 13,22000000,0.9931,6.2
978,"The Prize Winner of Defiance, Ohio",2005,2,4,5,14 4,12000000,-0.4588,7.3
979,Red Eye,2005,1,6,5,8,26000000,-0.9966,6.4
980,Rent,2005,5,4,5,4 16 13,40000000,0.9581,6.9
981,Robots,2005,3,3,3,12 6 2,75000000,0.999,6.3
982,Sahara,2005,3,5,5,1 6 2,130000000,-0.9983,6
983,Serenity,2005,7,6,5,1 6 5,39000000,-0.9968,7.8
984,Sin City,2005,8,10,4,3 8,40000000,-0.9997,8
985,The Skeleton Key,2005,6,6,5,4 10 11,43000000,-0.9664,6.5
986,Supercross,2005,2,3,4,1 4 13,16000000,-0.9948,4.3
987,Transamerica,2005,4,4,6,6 2 4,1000000,-0.8371,7.4
988,Underworld: Evolution,2005,6,9,5,1 9 8,50000000,-0.9978,6.7
989,Undiscovered,2005,4,3,4,2 16 13,9000000,0.9752,4.3
990,Waiting,2005,8,4,10,4,816000,-0.9306,7.2
991,Wolf Creek,2005,4,8,7,10 8,1000000,-0.9948,6.2
992,After the Sunset,2004,7,4,5,1 2 3,60000000,0.9824,6.3
993,Against the Ropes,2004,5,5,4,14 4 13,39000000,0.775,5.3
994,Alexander,2004,9,9,2,1 14 4,155000000,-0.9919,5.6
995,Alfie,2004,7,3,5,2 4 13,60000000,0.9923,6.2
996,The Aviator,2004,5,6,5,14 4,110000000,-0.8898,7.5
997,Blade: Trinity,2004,5,9,8,1 6 9,65000000,-0.992,5.9
998,The Bourne Supremacy,2004,3,6,5,1 11 8,75000000,-0.9991,7.7
999,Breakin' All the Rules,2004,6,3,4,2 13,10000000,-0.9948,5.7
1000,The Butterfly Effect,2004,8,8,10,4 5 8,13000000,-0.993,7.6
1001,Catwoman,2004,4,5,3,1 3 9,100000000,-0.9914,3.4
1002,Cellular,2004,3,6,5,1 3 8,25000000,-0.9966,6.5
1003,The Chronicles of Riddick,2004,3,7,5,1 6 5,105000000,-0.9992,6.7
1004,Clifford's Really Big Movie,2004,0,2,0,12 6 2,70000,0.999,5.4
1005,Closer,2004,8,4,8,4 13,27000000,-0.9826,7.2
1006,Collateral,2004,1,7,6,3 4 8,65000000,-0.998,7.5
1007,Criminal,2004,3,4,10,1 5 8,31500000,0.3809,6.3
1008,Dogville,2004,8,8,2,3 4,10000000,-0.9948,8
1009,Eurotrip,2004,10,6,6,2,25000000,-0.714,6.6
1010,The Forgotten,2004,3,4,5,4 11 5,42000000,-0.862,5.8
1011,Friday Night Lights,2004,4,4,5,1 4 15,30000000,0.9863,7.2
1012,The Grudge,2004,4,7,1,10 11 8,10000000,-0.995,5.9
1013,Hellboy,2004,3,7,3,1 9 10,66000000,-0.977,6.8
1014,Hero,2004,4,6,0,1 6 14,31000000,-0.9986,6.5
1015,Hotel Rwanda,2004,4,7,5,14 4 14,17500000,-0.9975,8.1
1016,In Good Company,2004,5,3,4,2 4 13,26000000,-0.0819,6.4
1017,Jersey Girl,2004,5,3,5,2 4 13,35000000,0.9462,6.2
1018,King Arthur,2004,5,7,4,1 6 4,120000000,-0.9924,6.3
1019,Kinsey,2004,10,4,7,14 4 13,11000000,-0.9948,7
1020,The Manchurian Candidate,2004,4,8,5,4 11 5,80000000,-0.9881,6.6
1021,Mean Creek,2004,4,5,8,3 4,500000,-0.9961,7.2
1022,Mean Girls,2004,5,4,4,2,17000000,0.995,7
1023,Miracle,2004,2,4,3,14 4 14,28000000,0.9944,7.5
1024,Napoleon Dynamite,2004,3,4,3,2,400000,0.9918,6.9
1025,Never Die Alone,2004,8,8,10,1 3 4,3000000,-0.9994,5.7
1026,Ocean's Twelve,2004,3,4,5,3 8,110000000,-0.7845,6.5
1027,Open Water,2004,6,7,6,6 4 10,500000,-0.9908,5.7
1028,The Perfect Score,2004,5,4,5,2 3,40000000,0.9923,5.7
1029,The Punisher,2004,6,10,6,1 3 4,33000000,-0.9982,6.4
1030,Ray,2004,6,4,4,14 4 16,40000000,-0.9974,7.7
1031,Resident Evil: Apocalypse,2004,6,9,7,1 10 5,45000000,-0.9879,6.2
1032,Secret Window,2004,1,7,5,4 11 8,40000000,-0.9975,6.6
1033,Shark Tale,2004,2,3,1,12 6 2,75000000,-0.977,6
1034,Shrek 2,2004,3,3,2,12 6 2,150000000,0.9999,7.2
1035,Silver City,2004,5,4,6,2 4 11,5000000,-0.6486,6
1036,Sky Captain and the World of Tomorrow,2004,5,4,3,1 6 11,70000000,-0.9838,6
1037,Sleepover,2004,1,3,2,2 7 13,10000000,0.9946,5.4
1038,Spartan,2004,2,6,7,1 3 4,19250000,-0.9959,6.5
1039,Spider-Man 2,2004,2,6,3,1 6 5,200000000,-0.9948,7.3
1040,Suspect Zero,2004,8,9,5,3 10 11,27000000,-0.9982,5.8
1041,The Terminal,2004,3,3,4,2 4 13,60000000,-0.9378,7.4
1042,Thunderbirds,2004,0,4,1,1 6 2,57000000,-0.3784,4.3
1043,Troy,2004,4,8,1,4 14,175000000,-0.9986,7.2
1044,Van Helsing,2004,4,7,2,1 6 9,160000000,-0.9965,6.1
1045,The Village,2004,2,6,1,4 11 8,60000000,-0.9939,6.5
1046,White Chicks,2004,6,4,4,2 3,37000000,-0.1406,5.6
1047,Wimbledon,2004,5,2,5,2 13 15,31000000,0.9865,6.3
1048,Anything Else,2003,6,3,4,2 13,18000000,0.7357,6.3
1049,Bad Boys II,2003,6,9,10,1 2 3,130000000,-0.9949,6.6
1050,Basic,2003,5,8,10,1 3 4,50000000,-0.9898,6.5
1051,Better Luck Tomorrow,2003,7,6,10,3 4 13,250000,-0.9957,7
1052,Biker Boyz,2003,4,5,5,1 4,24000000,-0.8126,4.7
1053,Boat Trip,2003,8,3,6,2,20000000,-0.9948,4.9
1054,Buffalo Soldiers,2003,6,7,10,2 3 4,15000000,-0.9806,6.8
1055,Cabin Fever,2003,6,10,10,4 10,1500000,-0.9982,5.7
1056,Calendar Girls,2003,5,1,4,2 4,10000000,-0.8294,6.9
1057,Camp,2003,4,3,5,4,200000,0.9463,6.2
1058,City of Ghosts,2003,4,7,7,3 4 8,17500000,-0.8014,6
1059,The Cooler,2003,8,7,10,4 13,3200000,0.9866,6.9
1060,The Core,2003,1,5,5,1 6 5,60000000,-0.9824,5.5
1061,Daredevil,2003,4,6,4,1 3,78000000,-0.999,5.3
1062,The Fighting Temptations,2003,5,2,4,2 4 16,30000000,0.9891,5.6
1063,Final Destination 2,2003,5,9,6,10 8,26000000,-0.9924,6.2
1064,Freddy Vs. Jason,2003,7,10,8,1 10,30000000,-0.9989,5.7
1065,From Justin to Kelly,2003,3,2,2,2 16 13,12000000,0.9744,2.1
1066,Gods and Generals,2003,1,6,3,14 4 14,56000000,-0.9989,6.4
1067,Gothika,2003,7,7,5,10 11 8,40000000,-0.9995,5.8
1068,Grind,2003,4,3,5,6 2 15,6000000,0.9814,6
1069,Head of State,2003,4,3,5,2,35200000,0.9503,5.5
1070,Hollywood Homicide,2003,5,5,5,1 2 3,75000000,-0.9875,5.3
1071,Honey,2003,5,3,4,4 16 13,18000000,0.9922,5.4
1072,Hulk,2003,2,6,4,1 5,137000000,-0.9948,5.6
1073,In The Cut,2003,9,7,10,11 8,12000000,-0.9995,5.3
1074,The Italian Job,2003,4,5,5,1 3 8,60000000,-0.4981,7
1075,Johnny English,2003,3,4,3,1 6 2,40000000,-0.9974,6.2
1076,The Life of David Gale,2003,6,7,6,3 4 8,38000000,-0.9961,7.6
1077,Looney Tunes: Back in Action,2003,2,3,2,12 6 2,80000000,-0.953,5.7
1078,The Medallion,2003,2,5,3,1 2 9,41000000,0.5492,5.3
1079,The Missing,2003,4,8,3,6 8 18,60000000,-0.886,6.5
1080,Mona Lisa Smile,2003,4,2,4,4,65000000,0.9895,6.5
1081,Mystic River,2003,7,8,10,3 4 11,25000000,-0.9994,7.9
1082,Northfork,2003,3,4,4,4 9,1900000,0.6124,6.3
1083,Old School,2003,8,4,6,2,24000000,-0.8004,7.1
1084,Out of Time,2003,6,5,4,3 4 11,50000000,-0.9551,6.5
1085,Paycheck,2003,5,5,8,1 11 5,60000000,-0.9948,6.3
1086,Peter Pan,2003,3,5,0,6 7 9,100000000,-0.9414,7.3
1087,Secondhand Lions,2003,2,4,4,2 4 7,30000000,-0.9723,7.5
1088,The Shape of Things,2003,8,2,6,2 4 13,4000000,0.9911,6.7
1089,Spider,2003,3,5,5,4 11 8,10000000,-0.9948,6.8
1090,The Station Agent,2003,6,4,6,2 4,500000,-0.7071,7.6
1091,Sylvia,2003,5,4,5,14 4 13,9520000,-0.4633,6.3
1092,2 Fast 2 Furious,2003,6,5,5,1 3 8,76000000,-0.9625,5.9
1093,Underworld,2003,3,9,5,1 9 8,22000000,-0.998,7
1094,All About the Benjamins,2002,4,7,10,1 2 3,15000000,-0.9988,5.9
1095,Antwone Fisher,2002,4,5,5,14 4,12500000,-0.9788,7.3
1096,Austin Powers in Goldmember,2002,6,4,6,1 6 2,63000000,-0.9996,6.2
1097,Auto Focus,2002,9,4,7,14 3 4,7000000,-0.9709,6.6
1098,Bad Company,2002,3,5,5,3 4 8,15000000,-0.9968,5.6
1099,Big Fat Liar,2002,2,3,3,6 2 7,15000000,-0.9614,5.4
1100,Birthday Girl,2002,6,5,5,2 3 8,13000000,-0.9423,6.1
1101,Blade II,2002,3,10,7,1 9 10,54000000,-0.9991,6.7
1102,Blue Crush,2002,3,3,5,4 13 15,25000000,0.9979,5.7
1103,The Bourne Identity,2002,3,5,5,1 11 8,60000000,-0.9496,7.9
1104,"The Bread, My Sweet",2002,4,3,5,4 13,600000,-0.9948,6.6
1105,Brown Sugar,2002,3,2,5,13 2 4,8000000,0.9963,6.5
1106,Charlotte Gray,2002,4,5,5,4 13 8,20000000,-0.986,6.4
1107,Cherish,2002,5,5,7,2 4 8,1500000,-0.9948,6.7
1108,Chicago,2002,5,4,4,2 3 16,45000000,0.7318,7.1
1109,Clockstoppers,2002,3,4,3,1 6 2,26000000,0.3181,5.2
1110,Darkness,2002,1,6,5,10,10600000,-0.8001,5.5
1111,Dragonfly,2002,4,5,5,4,90000,-0.9508,6.1
1112,Drumline,2002,3,3,4,2 4 13,20000000,0.9603,5.8
1113,8 Mile,2002,6,5,10,4 16,41000000,-0.9792,7.1
1114,Femme Fatale,2002,9,7,7,3 4 11,35000000,-0.9761,6.2
1115,Frida,2002,7,7,6,14 4 13,12000000,-0.8652,7.4
1116,Friday After Next,2002,5,5,10,2 4,10000000,-0.9941,5.8
1117,Full Frontal,2002,7,4,9,2 13,2000000,-0.9948,4.7
1118,The Good Girl,2002,7,4,5,4 13,8000000,-0.9632,6.4
1119,Harrison's Flowers,2002,5,8,10,4 13 17,8000000,-0.9948,7.1
1120,Hollywood Ending,2002,4,1,3,2 13,16000000,0.5647,6.6
1121,The Hours,2002,3,4,5,4 13,25000000,-0.9864,7.5
1122,Igby Goes Down,2002,5,4,8,2 4,9000000,-0.9384,6.9
1123,Impostor,2002,4,6,5,4 11 5,30000000,-0.9831,6.2
1124,Insomnia,2002,5,6,9,4 11 8,46000000,-0.9994,7.2
1125,Jason X,2002,6,8,5,1 10 5,11000000,-0.9984,4.4
1126,John Q,2002,2,6,5,3 4 8,36000000,0.8897,7.1
1127,Kissing Jessica Stein,2002,6,1,6,2 4 13,1000000,0.9988,6.4
1128,Men In Black II,2002,2,5,4,1 6 2,140000000,-0.5296,6.2
1129,Minority Report,2002,5,6,5,1 3 11,102000000,-0.9993,7.6
1130,Mr. Deeds,2002,3,4,5,2 13,50000000,0.9943,5.8
1131,Nicholas Nickleby,2002,3,4,3,6 4 13,10000000,-0.9588,7.1
1132,One Hour Photo,2002,6,4,6,4 8,12000000,-0.8944,6.8
1133,Orange County,2002,4,4,5,2 4,18000000,-0.528,6.2
1134,Panic Room,2002,2,7,8,3 4 8,48000000,-0.9953,6.8
1135,The Pianist,2002,2,8,5,13,3555000,-0.9985,8.5
1136,Pinocchio,2002,0,3,1,12 2 7,2600000,-0.9416,7.4
1137,Red Dragon,2002,6,7,5,3 4 8,78000000,-0.9989,7.2
1138,Resident Evil,2002,5,8,6,1 10 5,33000000,-0.9981,6.7
1139,The Ring,2002,3,7,5,10 11,48000000,-0.9956,7.1
1140,Rollerball,2002,5,7,5,1 5 15,70000000,-0.9638,3.1
1141,Scooby-Doo,2002,3,4,3,6 2 7,84000000,-0.9961,5.1
1142,Secretary,2002,1,4,5,2 4 13,4000000,0.0803,7
1143,Showtime,2002,3,5,6,1 2 3,85000000,-0.99,5.5
1144,Signs,2002,2,5,4,4 11 5,72000000,-0.9918,6.7
1145,Slackers,2002,4,4,8,2 13,14000000,-0.9513,5.4
1146,Solaris,2002,2,4,5,4 11 5,14000,-0.9991,6.2
1147,Sorority Boys,2002,7,4,6,2,12000000,0.281,5.5
1148,Spider-Man,2002,3,6,3,1 6 5,139000000,-0.9961,7.3
1149,Stuart Little 2,2002,6,3,1,12 6 2,120000000,-0.171,5.5
1150,Tadpole,2002,6,0,5,2 4 13,150000,0.9964,6.1
1151,The Time Machine,2002,0,6,2,1 6 5,80000000,-0.685,6
1152,The Transporter,2002,4,6,5,1 3 8,21000000,-0.9974,6.8
1153,The Truth About Charlie,2002,6,5,5,11 8,60000000,0.5574,4.7
1154,Tuck Everlasting,2002,7,3,1,4 7 9,60000,0.9454,6.6
1155,Undercover Brother,2002,1,5,5,1 2,25000000,0.6249,5.8
1156,Undisputed,2002,9,5,10,1 3 4,20000000,-0.9948,6.2
1157,White Oleander,2002,4,4,5,4,16000000,-0.9988,7.1
1158,Windtalkers,2002,2,8,6,1 4 17,115000000,-0.9976,6.1
1159,Ali,2001,4,6,5,4 13 17,2000000,0.5994,6.8
1160,American Pie 2,2001,8,3,7,2,30000000,0.9689,6.4
1161,Baby Boy,2001,9,6,10,3 4 13,16000000,-0.9988,6.4
1162,Bandits,2001,4,5,4,2 3 4,75000000,-0.9865,6.5
1163,Black Knight,2001,4,6,4,6 2 9,50000000,-0.9948,4.9
1164,Blow,2001,6,8,10,14 3 4,53000000,-0.9273,7.6
1165,Bones,2001,6,10,10,3 10,16000000,-0.9943,4.2
1166,The Brothers,2001,7,3,6,2 4,6000000,0.9929,6.4
1167,Bubble Boy,2001,5,5,5,6 2 13,13000000,-0.9948,5.6
1168,crazy/beautiful,2001,5,3,5,4 13,13000000,0.8363,6.5
1169,Don't Say A Word,2001,5,7,6,4 11 8,50000000,-0.9892,6.3
1170,Double Take,2001,4,7,5,1 2 3,24000000,0.7814,5.5
1171,Down To Earth,2001,5,5,5,2 9,49000000,0.9533,5.5
1172,Driven,2001,3,5,5,1 4 15,94000000,0.9894,4.6
1173,Evolution,2001,4,5,5,2 5,80000000,-0.9952,6.1
1174,The Fast and the Furious,2001,4,5,6,3 4 11,66000,-0.993,6.8
1175,Freddy Got Fingered,2001,7,8,9,2,14000000,-0.9817,4.6
1176,Get Over It,2001,6,3,5,2 13,22000000,0.9985,5.7
1177,Ghost World,2001,5,3,7,2 4,7000000,-0.9687,7.3
1178,Gosford Park,2001,5,4,6,2 4 11,19800000,-0.9928,7.2
1179,Hannibal,2001,4,10,5,3 4 8,87000000,-0.9661,6.8
1180,In the Bedroom,2001,3,5,5,3 4,1700000,-0.9985,7.4
1181,Joe Somebody,2001,2,3,4,2 4,38000000,-0.2451,5.5
1182,Josie and The Pussycats,2001,3,3,3,2 16,39000000,-0.9867,5.4
1183,Jurassic Park III,2001,1,8,2,1 6 5,93000000,-0.7649,5.9
1184,Kingdom Come,2001,2,3,4,10,3000000,-0.9562,4.3
1185,Kiss of the Dragon,2001,6,8,7,1 3 4,25000000,-0.9956,6.6
1186,Lara Croft: Tomb Raider,2001,3,6,3,1 6 9,115000000,-0.9948,5.8
1187,The Majestic,2001,2,3,4,4 13,72000000,0.391,6.9
1188,Monkeybone,2001,7,6,4,12 2 9,75000000,-0.9896,4.7
