Index,Name,Year,Nudity,Violence,Language,Genre,Budget,Plot Sentiment,IMDB Rating
1189,Moulin Rouge,2001,5,4,3,14 4 16,1500000,0.8535,7.1
1190,No Man's Land,2001,2,6,7,2 4 17,2460000,-0.8979,7.9
1191,The One,2001,3,7,4,1 5 8,49000000,-0.9977,5.9
1192,On the Line,2001,3,2,2,2 7 13,16000000,0.8519,4.2
1193,Original Sin,2001,8,5,2,4 11 13,42000000,-0.9141,6.1
1194,Osmosis Jones,2001,2,5,2,12 1 6,70000000,-0.9893,6.3
1195,The Others,2001,2,4,3,10 11 8,17000000,-0.9837,7.6
1196,Out Cold,2001,5,4,5,2 15,24000000,0.9901,6.4
1197,Pearl Harbor,2001,1,6,1,1 4 14,140000000,-0.9278,6.2
1198,The Pledge,2001,2,8,6,4 7,85000,-0.9973,6.8
1199,Rat Race,2001,4,5,5,1 6 2,48000000,-0.9956,6.4
1200,Rock Star,2001,8,3,7,4 16,57000000,0.9801,6.3
1201,Save the Last Dance,2001,5,5,6,4 16 13,13000000,0.9689,6.2
1202,Scary Movie 2,2001,6,6,8,2 10,45000000,-0.9941,5.3
1203,The Score,2001,3,5,8,1 3 4,68000000,0.6897,6.8
1204,Shrek,2001,3,4,3,12 6 2,60000000,1,7.8
1205,Spy Game,2001,3,7,6,1 3 8,115000000,0.95,7.1
1206,Spy Kids,2001,1,4,2,1 6 2,35000000,-0.978,5.5
1207,Super Troopers,2001,8,4,10,2 3 11,3000000,-0.9597,7.1
1208,Training Day,2001,7,8,10,3 4 8,45000000,-0.9989,7.7
1209,Vanilla Sky,2001,8,7,9,9 11 13,68000000,0.9169,6.9
1210,Zoolander,2001,4,4,5,2,28000000,-0.9975,6.5
1211,American Psycho,2000,10,9,8,2 3 4,7000000,-0.9948,7.6
1212,Autumn in New York,2000,4,1,5,4 13,65000000,0.9952,5.7
1213,The Beach,2000,6,8,10,6 4 13,50000000,-0.9985,6.7
1214,The Big Kahuna,2000,2,1,6,4 2,7000000,0.93,6.6
1215,Billy Elliot,2000,3,3,10,4 16,5000000,0.9163,7.7
1216,Bounce,2000,5,4,5,4 13,35000000,-0.8968,5.7
1217,Cast Away,2000,3,6,3,6 4 13,90000000,0.8628,7.8
1218,Charlie's Angels,2000,5,6,4,1 6 2,93000000,-0.9916,5.5
1219,Chocolat,2000,4,3,3,4 13,25000000,0.5871,7.2
1220,The Contender,2000,8,3,9,4 8,20000000,-0.9462,6.9
1221,The Crew,2000,5,5,5,1 3 4,3600000,-0.9953,5.6
1222,Duets,2000,6,4,5,2 4 16,21000000,-0.6386,6.1
1223,The Family Man,2000,4,3,5,2 4 9,60000000,0.9963,6.8
1224,Fantasia 2000,2000,1,3,0,12 2 7,80000000,-0.9948,7.2
1225,Final Destination,2000,5,8,10,10 8,23000000,-0.9904,6.7
1226,Girlfight,2000,3,5,8,4 15,1000000,-0.9966,6.7
1227,Gossip,2000,6,4,5,4 11 8,24000000,-0.9945,5.9
1228,Groove,2000,4,0,8,4 16,500000,0.9992,6.6
1229,Hamlet,2000,4,7,1,4,18000000,-0.9948,7.7
1230,Highlander: Endgame,2000,6,7,3,1 6 9,25000000,-0.4618,4.6
1231,Isn't She Great,2000,4,1,6,14 2 4,44000000,-0.9948,5.4
1232,The Kid,2000,2,2,1,14 4 18,8000000,-0.9902,8.3
1233,The Ladies Man,2000,7,3,4,2,24000000,0.0258,5.2
1234,Loser,2000,4,3,5,4,38000,0.1917,5.3
1235,Meet the Parents,2000,2,2,6,2,100000,0.9251,7
1236,Mission to Mars,2000,1,4,3,6 5 8,100000000,-0.5483,5.7
1237,Next Friday,2000,6,4,10,2,11000000,-0.9568,6.2
1238,The Patriot,2000,2,10,1,1 8,25000000,-0.9973,7.2
1239,Pitch Black,2000,2,8,9,1 10 5,23000000,-0.988,7.1
1240,Return to Me,2000,2,3,3,2 4 13,24000000,0.9873,6.9
1241,Road Trip,2000,9,3,6,2,16000000,-0.9948,6.4
1242,Scream 3,2000,4,8,8,10 11,40000000,-0.9991,5.6
1243,Screwed,2000,4,5,6,3 4,3000000,-0.9849,5.8
1244,Shaft,2000,6,8,10,1 3 8,46000000,-0.9987,5.9
1245,Snow Day,2000,6,3,1,6 2 7,13000000,-0.9948,5.1
1246,Space Cowboys,2000,1,3,5,1 6 8,65000000,-0.9947,6.4
1247,Supernova,2000,4,6,3,10 5 8,90000000,-0.9144,4.9
1248,Thirteen Days,2000,5,4,5,4 14 8,80000000,-0.9975,7.3
1249,Thomas and the Magic Railroad,2000,7,2,1,6 2 4,19000000,-0.9879,4.1
1250,3 Strikes,2000,4,4,10,2,3400000,-0.9713,4.8
1251,Titan A.E.,2000,6,5,0,12 1 6,75000000,0.9986,6.6
1252,Traffic,2000,6,7,10,3 4 8,48000000,-0.9992,7.6
1253,Turn It Up,2000,4,8,10,3 4 1,13000000,-0.9948,4.2
1254,U-571,2000,1,6,4,1 17,62000000,-0.9991,6.6
1255,Vertical Limit,2000,4,7,4,1 6 4,75000000,-0.9955,5.9
1256,Walking Across Egypt,2000,1,3,4,2 3 4,4500000,-0.128,7.2
1257,The Watcher,2000,3,7,8,3 4 11,30000000,-0.9887,5.3
1258,Wonder Boys,2000,3,3,6,2 4,55000000,-0.899,7.2
1259,X-Men,2000,1,6,3,1 6 5,75000000,-0.9776,7.4
1260,American Beauty,1999,8,6,7,4,15000000,1,8.3
1261,Anna and the King,1999,2,6,0,4 14 13,92000000,-0.9279,6.7
1262,Bats,1999,1,6,5,10 5 8,5250000,-0.9948,3.9
1263,The Best Man,1999,7,4,8,2 4 13,9000000,0.9875,6.8
1264,Bowfinger,1999,4,3,5,2,55000000,-0.9603,6.4
1265,Boys Don't Cry,1999,9,8,10,14 3 4,2000000,-0.9988,7.5
1266,Cotton Mary,1999,6,2,1,4,3500000,0.7906,5.2
1267,The Cup,1999,2,1,2,14 4 15,11400000,-0.9948,5.6
1268,Detroit Rock City,1999,6,4,10,2 16,34000000,0.9582,6.9
1269,Dogma,1999,5,8,10,6 2 4,10000000,-0.9646,7.3
1270,Drive Me Crazy,1999,4,3,6,2 4 13,8500000,0.8201,5.8
1271,Dudley Do-Right,1999,1,4,2,2 7 13,70000000,0.895,3.9
1272,East is East,1999,7,4,7,2 4,2584000,-0.9893,6.9
1273,EDtv,1999,4,2,5,2 4,80000000,-0.9576,6.1
1274,Election,1999,7,2,6,2 4 13,25000000,-0.8783,7.2
1275,Entrapment,1999,3,4,5,1 3 13,66000000,-0.9655,6.3
1276,eXistenZ,1999,3,10,5,10 5 8,15000000,-0.9977,6.8
1277,Fight Club,1999,7,10,10,4,63000000,-0.9951,8.8
1278,Galaxy Quest,1999,2,5,3,6 2 5,45000000,0.9607,7.3
1279,Goodbye Lover,1999,7,6,10,2 3 11,20000000,-0.9986,5.6
1280,Guinevere,1999,7,3,7,4 13,2600000,0.6605,6
1281,"Happy, Texas",1999,3,4,5,2 3 13,2500000,0.875,6.3
1282,In Dreams,1999,2,8,7,4 9 8,30000000,-0.9902,5.5
1283,Inspector Gadget,1999,2,4,1,1 6 2,90000000,-0.9868,4.1
1284,Life,1999,3,4,10,2 3 4,80000000,-0.9986,6.6
1285,Limbo,1999,3,3,7,6 4 8,10000000,-0.9788,6.9
1286,Magnolia,1999,7,6,10,4,37000000,-0.9963,8
1287,Man on the Moon,1999,5,4,6,14 2 4,82000000,-0.8652,7.4
1288,Mumford,1999,7,2,5,2 4,28000000,-0.3818,6.8
1289,Mystery Men,1999,3,5,3,1 2 9,68000000,-0.9945,6.1
1290,Notting Hill,1999,4,1,5,2 4 13,42000000,0.9775,7.1
1291,Sugar Town,1999,4,2,10,2 16,250000,-0.9948,6.1
1292,Tarzan,1999,1,4,1,12 6 7,130000000,0.9998,7.3
1293,Three Kings,1999,2,9,9,1 6 2,75000000,-0.9518,7.1
1294,trick,1999,1,1,6,2 16 13,450000,0.6765,7.1
1295,Tumbleweeds,1999,1,2,5,18,312000,0.9865,6.7
1296,200 Cigarettes,1999,8,2,9,2 4 13,6000000,0.9771,6
1297,Varsity Blues,1999,6,3,9,2 4 13,16000000,-0.9948,6.5
1298,Virus,1999,1,8,6,1 10 5,75000000,0.6656,5
1299,Wild Wild West,1999,4,5,4,1 2 5,170000000,0.975,4.9
1300,The Wood,1999,6,3,10,2 4 13,6000000,0.8821,7
1301,Affliction,1998,2,8,8,4 11 8,6000000,-0.9989,7
1302,American History X,1998,7,10,10,4,20000000,-0.9989,8.5
1303,Amistad,1998,5,5,1,14 4 14,36000000,0.4664,7.3
1304,BASEketball,1998,5,5,7,2 15,25000000,0.9918,6.5
1305,Basil,1998,4,5,0,4 13,10000000,-0.1154,6
1306,Black Dog,1998,0,7,5,1 3 4,30000000,-0.9828,5.5
1307,Blade,1998,3,9,8,1 10 5,45000000,-0.9915,7.1
1308,Celebrity,1998,7,2,9,2 4,12000000,0.34,6.3
1309,Dark City,1998,6,8,2,11 5 8,27000000,-0.9761,7.6
1310,Dead Man On Campus,1998,4,4,6,2,14000000,-0.9976,6.1
1311,Deep Impact,1998,1,5,5,1 4 13,75000000,-0.0644,6.2
1312,Elizabeth,1998,6,7,2,14 4 14,30000000,-0.9894,7.4
1313,Everest,1998,0,2,1,1 6 14,55000000,-0.9948,7.1
1314,The Faculty,1998,5,9,9,10 5,15000000,-0.9987,6.5
1315,Godzilla,1998,1,5,3,1 6 5,160000000,-0.992,6.4
1316,He Got Game,1998,7,3,8,4 15,25000000,0.9232,6.9
1317,Hilary and Jackie,1998,5,1,6,14 4 16,7000000,0.9555,7.3
1318,Jack Frost,1998,2,4,1,2 4 7,85000000,0.8735,5.4
1319,Lost in Space,1998,1,4,3,1 6 7,80000000,-0.9946,5.2
1320,Mulan,1998,1,3,1,12 6 7,90000000,0.9999,7.6
1321,The Newton Boys,1998,3,4,3,1 3 4,27000000,-0.9636,6.1
1322,Out of Sight,1998,5,6,10,2 3 4,48000000,-0.9884,7
1323,Patch Adams,1998,3,2,1,14 2 4,90000000,0.9687,6.8
1324,Pecker,1998,5,1,1,2 4,6000000,-0.9948,6.3
1325,Pleasantville,1998,5,1,5,2 4 9,60000000,0.4901,7.5
1326,Psycho,1998,5,6,0,10 11 8,60000000,-0.9988,8.5
1327,Ringmaster,1998,8,3,8,2,20000000,0.948,3.2
1328,Ronin,1998,1,8,6,1 3 8,55000000,-0.9965,7.3
1329,Safe Men,1998,4,3,9,2 3,1000000,-0.9948,5.9
1330,Shakespeare in Love,1998,8,3,3,2 4 14,25000000,-0.8539,7.1
1331,Simon Birch,1998,3,3,4,2 4 7,30000000,0.988,6.8
1332,Sliding Doors,1998,6,2,6,2 4 9,6000000,0.9721,6.7
1333,Small Soldiers,1998,1,4,3,1 6 2,40000000,-0.9963,6.2
1334,Smoke Signals,1998,7,3,3,2 4,2000000,0.9998,7.1
1335,Soldier,1998,4,9,5,1 4 5,60000000,-0.9979,6
1337,The Truman Show,1998,3,3,3,2 4 5,60000000,-0.913,8.1
1338,Twilight,1998,4,4,7,4 9 13,37000000,-0.9638,5.2
1339,Two Girls and a Guy,1998,5,3,10,2 4,1000000,-0.7227,5.5
1340,Urban Legend,1998,7,8,6,10 11 8,14000000,-0.9994,5.6
1341,Zero Effect,1998,2,4,7,2 3 4,5000000,-0.9968,6.9
1342,Air Force One,1997,1,8,6,1 4 8,85000000,0.3543,6.5
1343,Anaconda,1997,4,8,5,1 6 10,45000000,-0.9987,4.8
1344,Anastasia,1997,0,4,0,12 6 4,50000000,0.9995,7.2
1345,Cats Don't Dance,1997,0,1,0,12 2 7,32000000,0.9998,6.9
1346,Con Air,1997,2,8,8,1 3 8,75000000,-0.9993,6.9
1347,Contact,1997,2,1,2,4 11 5,90000000,0.9354,7.4
1348,Cop Land,1997,4,7,8,3 4 8,15000000,-0.9979,6.9
1349,Donnie Brasco,1997,2,7,10,14 3 4,35000000,0.1695,7.7
1350,Evita,1997,1,4,1,14 4 14,55000000,-0.9948,6.3
1351,The Game,1997,2,6,8,10,65000,-0.9946,7.8
1352,Hercules,1997,1,3,1,12 6 2,85000000,0.9984,7.3
1353,Hoodlum,1997,6,8,8,3 4,30000000,-0.9995,6.3
1354,The Jackal,1997,1,9,7,1 3 4,60000000,-0.993,6.4
1355,Kundun,1997,0,5,0,14 4 14,28000000,0.7941,7
1356,L.A. Confidential,1997,5,7,6,3 4 11,35000000,-0.9979,8.2
1357,Men in Black,1997,1,5,4,1 6 2,90000000,-0.9969,7.3
1358,Metro,1997,3,8,9,1 4 8,13000000,-0.9964,5.5
1359,Mimic,1997,1,7,6,10 5,30000000,-0.9871,5.9
1360,Mr. Magoo,1997,1,4,1,6 2 7,30000000,-0.9863,4
1361,Nothing to Lose,1997,3,4,9,4,200000,-0.9813,6.7
1362,The Peacemaker,1997,3,6,5,1 8,50000000,-0.9962,5.9
1363,Scream,1997,2,8,6,10 11,14000000,-0.9948,7.2
1364,Scream 2,1997,3,8,8,10 11,24000000,-0.9993,6.2
1365,Selena,1997,4,1,2,14 4 16,20000000,0.9959,6.8
1366,Spawn,1997,8,7,4,1 4 10,40000000,-0.9965,5.3
1367,Steel,1997,0,6,4,1 6 3,16000000,-0.9847,2.8
1368,Titanic,1997,1,6,5,4 13,200000000,0.8162,7.8
1369,Warriors of Virtue,1997,1,4,3,1 6 9,35000000,-0.9981,4.8
1370,Alaska,1996,0,3,2,6 7,23000000,-0.8294,5.7
1371,The Arrival,1996,3,4,5,5 8,25000000,-0.9646,6.3
1372,Barb Wire,1996,5,8,7,1 5,9000000,-0.8898,3.3
1373,Bulletproof,1996,4,8,9,1 2 3,25000000,0.8271,5.8
1374,City Hall,1996,0,4,8,4 8,40000000,-0.9552,6.2
1375,Dragonheart,1996,1,6,1,1 6 9,57000000,-0.9962,6.5
1376,Eddie,1996,2,2,5,2 10,1185000,0.9524,5.2
1377,Emma,1996,0,1,1,2 4 13,6000000,0.9814,6.6
1378,Fargo,1996,5,7,8,3 4 8,7000000,-0.9965,8.1
1379,Flipper,1996,0,3,3,6 7,25530000,-0.9859,5.3
1380,Independence Day,1996,2,7,5,1 6 5,75000000,-0.9985,7
1381,Jack,1996,2,2,4,2 4 9,45000000,-0.7812,5.8
1382,Jerry Maguire,1996,5,2,7,2 4 13,50000000,0.9936,7.3
1383,Kingpin,1996,4,4,4,2 15,27000000,-0.9664,6.9
1384,Mars Attacks!,1996,3,7,3,2 5,70000000,-0.9943,6.3
1385,Mary Reilly,1996,3,7,1,4 10 13,47000000,-0.994,5.8
1386,Matilda,1996,0,3,2,14 4 14,15000000,-0.9952,6.9
1387,Maximum Risk,1996,5,9,5,1 13 8,25000000,-0.8381,5.5
1388,Michael Collins,1996,1,8,8,14 4 8,25000000,-0.9989,7.2
1389,Mission: Impossible,1996,1,5,3,1 6 8,80000000,-0.9964,7.1
1390,The Phantom,1996,2,5,2,1 6 2,45000000,-0.9963,4.9
1391,Phenomenon,1996,2,2,2,4 9 13,32000000,0.9959,6.4
1392,The Rock,1996,3,8,8,1 6 8,75000000,-0.9988,7.4
1393,Sleepers,1996,9,7,8,3 4 8,44000000,-0.9975,7.6
1394,Solo,1996,7,6,5,1 5 8,19000000,-0.9952,4
1395,Space Jam,1996,6,2,1,12 6 2,80000000,0.9966,6.4
1396,Striptease,1996,6,4,6,2 3 4,40000000,-0.9062,4.5
1397,Tin Cup,1996,7,0,8,2 4 13,45000000,0.9986,6.4
1398,Twister,1996,6,5,5,1 6 8,92000000,-0.791,6.4
1399,Apollo 13,1995,2,2,5,6 4 14,52000000,-0.9953,7.6
1400,Assassins,1995,1,6,7,1 3 8,50000000,-0.9945,6.3
1401,Bad Boys,1995,3,7,9,1 2 3,19000000,-0.9954,6.9
1402,Bad Company,1995,8,5,6,3 4 8,15000000,-0.9942,5.6
1403,Batman Forever,1995,2,5,2,1 6,100000000,-0.995,5.4
1404,Billy Madison,1995,3,3,5,2,10000000,-0.935,6.4
1405,Casper,1995,1,4,1,2 7 9,50000000,-0.9936,6.1
1406,Clockers,1995,3,6,9,3 4 11,25000000,-0.9992,6.9
1407,Congo,1995,1,7,5,1 6 11,50000000,-0.9956,5.3
1408,Copycat,1995,3,8,6,2,250000,-0.998,6.6
1409,The Cure,1995,0,3,5,1 5 8,1597500,-0.9903,7.7
1410,Desperado,1995,6,9,8,1 3 8,7000000,-0.9984,7.2
1411,Fair Game,1995,5,6,7,1 8,957600,-0.9975,6.8
1412,Fluke,1995,1,3,0,4 7 9,15000000,-0.9937,6.7
1413,Get Shorty,1995,2,4,9,2 3 8,30250000,-0.9897,6.9
1414,GoldenEye,1995,3,6,1,1 6 8,60000000,-0.9994,7.2
1415,Hackers,1995,4,2,5,2 3 4,20000000,-0.9942,6.3
1416,Jade,1995,8,8,8,3 4 8,50000000,-0.9978,5.3
1417,Jefferson in Paris,1995,4,2,0,14 4 14,14000000,0.9942,5.7
1418,Johnny Mnemonic,1995,2,8,6,1 4 5,26000000,-0.8411,5.7
1419,Jumanji,1995,1,5,3,6 2 7,65000000,-0.987,7
1420,Mortal Kombat,1995,1,6,2,1 6 9,18000000,-0.9822,5.8
1421,Pocahontas,1995,1,3,0,12 6 4,55000000,0.9999,6.7
1422,Rob Roy,1995,6,7,4,6 14 4,28000000,-0.9995,6.9
1423,Seven,1995,1,9,8,3 4 11,33000000,-0.9992,6
1424,Showgirls,1995,3,6,8,4,45000000,-0.9632,4.9
1425,Strange Days,1995,3,8,9,1 3 4,42000000,-0.9968,7.2
1426,Tales from the Hood,1995,3,9,9,3 4 10,6000000,-0.9948,6.4
1427,Tank Girl,1995,1,6,5,1 2 5,25000000,-0.457,5.4
1428,Top Dog,1995,9,4,3,3 4,1138320,-0.9981,4.2
1429,The Walking Dead,1995,4,7,10,1 4 17,15000000,-0.9936,6.7
1430,Waterworld,1995,4,5,2,1 6 5,175000000,-0.9964,6.2
1431,Above the Rim,1994,0,6,9,3 4 15,3500000,0.8378,6.6
1432,Bad Girls,1994,2,5,4,1 6 13,25000000,-0.9929,5.2
1433,Crooklyn,1994,2,2,4,2 4,14000000,-0.9815,7
1434,Ed Wood,1994,2,1,5,14 2 4,18000000,-0.8172,7.8
1435,8 Seconds,1994,2,4,3,14 4 9,6150000,0.9762,6.6
1436,Exit to Eden,1994,9,4,1,2 3 13,25000000,-0.0772,4.3
1437,The Favor,1994,3,2,3,4,750000,0.9578,5.2
1438,Fear of a Black Hat,1994,3,3,10,2 16,999999,-0.9987,7.2
1439,Forrest Gump,1994,4,4,5,4 13,55000000,0.7079,8.8
1440,Fresh,1994,4,8,10,3 4 8,3500000,0.9242,7.6
1441,Jimmy Hollywood,1994,2,2,6,3 2 4,30000000,-0.1343,5.3
1442,Junior,1994,4,3,3,2 13 5,60000000,-0.9569,4.6
1443,The Lion King,1994,0,3,0,12 6 4,45000000,1,8.5
1444,Maverick,1994,2,3,3,1 6 2,75000000,0.0451,7
1445,Nell,1994,5,2,5,4,31000000,-0.9948,6.5
1446,PCU,1994,0,2,5,2,8000000,-0.9672,6.6
1447,Philadelphia,1994,2,1,1,4,26000000,-0.9894,7.7
1448,The Princess and the Goblin,1994,0,3,0,12 6 2,10000000,0.8671,6.8
1449,Pulp Fiction,1994,9,10,10,3 4,8000000,-0.9948,8.9
1450,The Specialist,1994,8,8,6,4 8,10000000,-0.9955,5.6
1451,Speed,1994,2,6,5,1 6 8,30000000,-0.9924,7.2
1452,Stargate,1994,5,5,1,1 6 5,55000000,-0.9851,7.1
1453,Terminal Velocity,1994,5,5,5,1 11 13,50000000,-0.998,5.5
1454,Tombstone,1994,10,6,5,1 14 4,25000000,-0.9976,7.8
1455,True Lies,1994,7,7,7,1 2 8,115000000,-0.9984,7.2
1456,Airborne,1993,3,2,0,2 3 10,1200000,-0.9273,6.3
1457,Calendar Girl,1993,5,3,5,2 10 13,25000,0.9838,5.1
1458,Carlito's Way,1993,4,7,7,3 4 8,30000000,-0.9983,7.9
1459,CB4,1993,6,3,9,2 16,6000000,-0.9916,6.3
1460,Damage,1993,7,2,5,1 4,4000000,-0.9888,6.8
1461,Demolition Man,1993,3,7,6,1 5 8,57000000,-0.9972,6.7
1462,Gettysburg,1993,0,5,1,4 14 17,25000000,-0.9962,7.6
1463,Hocus Pocus,1993,2,5,1,2 7 9,28000000,0.5423,6.9
1464,House of Cards,1993,1,2,2,1 4,11400,-0.2732,6.3
1465,Jurassic Park,1993,2,6,4,1 6 5,63000000,-0.9158,8.1
1466,Kalifornia,1993,6,10,5,3 4 8,9000000,-0.9988,6.7
1467,Made in America,1993,5,0,3,2,22000000,0.7436,5.1
1468,Matinee,1993,1,2,1,2 4,13000000,-0.9819,6.9
1469,The Meteor Man,1993,1,4,2,1 2 9,30000000,-0.9948,5.2
1470,Mr. Jones,1993,4,4,7,4 13,25000000,-0.6757,5.8
1471,Mr. Wonderful,1993,4,2,5,2 13,13000000,-0.25,5.9
1472,Poetic Justice,1993,5,6,9,4 13,14000000,0.9993,6.1
1473,The Real McCoy,1993,3,3,5,14 16,717949.68,-0.9224,5.5
1474,Robocop 3,1993,0,7,4,1 3 5,22000000,-0.9969,4.1
1475,The Secret Garden,1993,0,1,0,7,1400000,0.9899,7.3
1476,Sliver,1993,2,6,6,4 8,40000000,-0.9948,5.1
1477,Super Mario Bros.,1993,6,5,2,6 2 7,48000000,-0.9389,4.1
1478,Aladdin,1992,1,3,0,12 6 2,28000000,0.9926,8
1479,Basic Instinct,1992,10,8,9,4 11 8,49000000,-0.9979,7
1480,Class Act,1992,2,3,4,2,7500000,0.9852,6.1
1481,CrissCross,1992,4,3,2,3 4,14000000,-0.9646,5.9
1482,Hero,1992,1,4,4,1 6 14,31000000,0.9839,6.5
1483,Malcolm X,1992,2,5,6,14 4 14,33000000,-0.9968,7.7
1484,Mom and Dad Save The World,1992,1,1,1,6 2 7,14000000,-0.996,5.4
1485,Trespass,1992,3,8,8,3 4 8,35000000,-0.9881,5.3
1486,Universal Soldier,1992,5,8,6,1 5,45000000,-0.9985,6
1487,Frankie and Johnny,1991,7,3,6,2 16 13,4500000,0.9658,6.8
1488,The Abyss,1989,4,5,5,6 4 11,70000000,0.4065,7.6
1489,Blade Runner,1982,5,7,2,1 5 8,28000000,0.9997,8.1
1490,M*A*S*H,1970,6,6,5,14 4 14,2880000,-0.9948,7.4
1491,Tenet,2020,4,6,5,1 5,205000000,-0.9916,7.9
1492,Cleopatra,2019,5,5,3,14 4 14,44000000,-0.9948,7
